Country,Stadium,Players,Mat,Runs,HS,Bat Av,100,Wkts,Bowl Av,Ct,St
IND,Punjab Cricket Association IS Bindra Stadium,V Shankar,1,26,26,26,0,0,0,0,0
IND,Punjab Cricket Association IS Bindra Stadium,Washington Sundar,1,0,0,0,0,1,65,1,0
IND,Eden Gardens,V Kohli,5,219,92,43.8,0,0,0,2,0
IND,Eden Gardens,MS Dhoni,4,159,75,79.5,0,0,0,4,2
IND,Eden Gardens,AM Rahane,4,126,55,31.5,0,0,0,2,0
IND,Eden Gardens,R Ashwin,3,11,7,3.66,0,4,34.25,0,0
IND,Eden Gardens,RA Jadeja,3,44,21,14.66,0,9,15.11,2,0
IND,Eden Gardens,B Kumar,3,20,20,10,0,4,31.5,0,0
IND,Eden Gardens,SK Raina,3,67,38,22.33,0,2,12.5,3,0
IND,Eden Gardens,JJ Bumrah,2,10,10,0,0,1,107,2,0
IND,Eden Gardens,G Gambhir,2,49,38,24.5,0,0,0,0,0
IND,Eden Gardens,KM Jadhav,2,114,90,57,0,0,0,0,0
IND,Eden Gardens,HH Pandya,2,76,56,38,0,5,21,1,0
IND,Eden Gardens,RG Sharma,2,271,264,135.5,1,0,0,0,0
IND,Eden Gardens,Yuvraj Singh,2,54,45,27,0,0,0,1,0
IND,Eden Gardens,VR Aaron,1,0,0,0,0,1,19,0,0
IND,Eden Gardens,STR Binny,1,0,0,0,0,2,27.5,0,0
IND,Eden Gardens,YS Chahal,1,1,1,1,0,2,17,0,0
IND,Eden Gardens,AB Dinda,1,0,0,0,0,0,0,0,0
IND,Eden Gardens,Kuldeep Yadav,1,0,0,0,0,3,18,0,0
IND,Eden Gardens,DS Kulkarni,1,0,0,0,0,4,8.5,0,0
IND,Eden Gardens,P Kumar,1,16,16,16,0,0,0,0,0
IND,Eden Gardens,MK Pandey,1,3,3,3,0,0,0,1,0
IND,Eden Gardens,AR Patel,1,0,0,0,0,2,25.5,1,0
IND,Eden Gardens,KL Rahul,1,11,11,11,0,0,0,1,0
IND,Eden Gardens,AT Rayudu,1,8,8,8,0,0,0,1,0
IND,Eden Gardens,V Sehwag,1,31,31,31,0,0,0,2,0
IND,Eden Gardens,I Sharma,1,2,2,2,0,3,11.33,0,0
IND,Eden Gardens,KV Sharma,1,0,0,0,0,0,0,2,0
IND,Eden Gardens,MK Tiwary,1,24,24,24,0,1,28,0,0
IND,Eden Gardens,RV Uthappa,1,16,16,0,0,0,0,1,1
IND,Eden Gardens,R Vinay Kumar,1,0,0,0,0,0,0,0,0
IND,Eden Gardens,UT Yadav,1,0,0,0,0,2,19,0,0
IND,Wankhede Stadium,V Kohli,4,230,121,76.66,1,0,0,2,0
IND,Wankhede Stadium,S Dhawan,3,143,74,47.66,0,0,0,0,0
IND,Wankhede Stadium,MS Dhoni,3,67,27,33.5,0,0,0,2,0
IND,Wankhede Stadium,RG Sharma,3,46,20,15.33,0,0,0,0,0
IND,Wankhede Stadium,JJ Bumrah,2,0,0,0,0,1,106,0,0
IND,Wankhede Stadium,RA Jadeja,2,25,25,25,0,2,41,0,0
IND,Wankhede Stadium,Kuldeep Yadav,2,17,17,17,0,1,119,0,0
IND,Wankhede Stadium,B Kumar,2,27,26,13.5,0,2,81,0,0
IND,Wankhede Stadium,AM Rahane,2,107,87,53.5,0,0,0,0,0
IND,Wankhede Stadium,SK Raina,2,92,80,46,0,1,34,1,0
IND,Wankhede Stadium,VR Aaron,1,0,0,0,0,3,8,0,0
IND,Wankhede Stadium,R Ashwin,1,0,0,0,0,3,12.66,0,0
IND,Wankhede Stadium,YS Chahal,1,0,0,0,0,0,0,1,0
IND,Wankhede Stadium,G Gambhir,1,1,1,1,0,0,0,0,0
IND,Wankhede Stadium,Harbhajan Singh,1,0,0,0,0,1,70,0,0
IND,Wankhede Stadium,SS Iyer,1,4,4,4,0,0,0,0,0
IND,Wankhede Stadium,KM Jadhav,1,12,12,12,0,0,0,1,0
IND,Wankhede Stadium,KD Karthik,1,37,37,37,0,0,0,2,0
IND,Wankhede Stadium,P Kumar,1,0,0,0,0,1,41,0,0
IND,Wankhede Stadium,A Mishra,1,4,4,4,0,0,0,0,0
IND,Wankhede Stadium,Mohammed Shami,1,10,10,10,0,0,0,0,0
IND,Wankhede Stadium,HH Pandya,1,16,16,16,0,1,46,0,0
IND,Wankhede Stadium,RR Pant,1,28,28,28,0,0,0,0,0
IND,Wankhede Stadium,AR Patel,1,5,5,5,0,0,0,0,0
IND,Wankhede Stadium,PA Patel,1,8,8,8,0,0,0,0,0
IND,Wankhede Stadium,KL Rahul,1,47,47,47,0,0,0,0,0
IND,Wankhede Stadium,MM Sharma,1,0,0,0,0,1,84,0,0
IND,Wankhede Stadium,SN Thakur,1,13,13,13,0,0,0,0,0
IND,Wankhede Stadium,R Vinay Kumar,1,0,0,0,0,1,41,0,0
NZ,Eden Park,RA Jadeja,3,121,66,121,0,3,51,1,0
NZ,Eden Park,V Kohli,3,59,38,19.66,0,0,0,0,0
NZ,Eden Park,R Ashwin,2,65,65,65,0,2,61,2,0
NZ,Eden Park,S Dhawan,2,32,28,16,0,0,0,2,0
NZ,Eden Park,MS Dhoni,2,135,85,135,0,0,0,2,0
NZ,Eden Park,Mohammed Shami,2,2,2,2,0,5,26.4,0,0
NZ,Eden Park,AM Rahane,2,22,19,11,0,0,0,2,0
NZ,Eden Park,SK Raina,2,141,110,141,1,0,0,0,0
NZ,Eden Park,RG Sharma,2,55,39,27.5,0,0,0,1,0
NZ,Eden Park,VR Aaron,1,2,2,0,0,1,52,0,0
NZ,Eden Park,MA Agarwal,1,3,3,3,0,0,0,0,0
NZ,Eden Park,JJ Bumrah,1,0,0,0,0,0,0,0,0
NZ,Eden Park,YS Chahal,1,10,10,10,0,3,19.33,1,0
NZ,Eden Park,SS Iyer,1,52,52,52,0,0,0,1,0
NZ,Eden Park,KM Jadhav,1,9,9,9,0,0,0,0,0
NZ,Eden Park,B Kumar,1,4,4,4,0,1,48,0,0
NZ,Eden Park,KL Rahul,1,4,4,4,0,0,0,0,0
NZ,Eden Park,NA Saini,1,45,45,45,0,0,0,2,0
NZ,Eden Park,MM Sharma,1,0,0,0,0,3,16,1,0
NZ,Eden Park,PP Shaw,1,24,24,24,0,0,0,0,0
NZ,Eden Park,SN Thakur,1,18,18,18,0,2,30,0,0
NZ,Eden Park,UT Yadav,1,0,0,0,0,3,14.33,1,0
NZ,Bay Oval,YS Chahal,3,0,0,0,0,7,21.42,1,0
NZ,Bay Oval,V Kohli,3,112,60,37.33,0,0,0,3,0
NZ,Bay Oval,S Dhawan,2,94,66,47,0,0,0,1,0
NZ,Bay Oval,KM Jadhav,2,22,22,0,0,1,52,0,0
NZ,Bay Oval,Kuldeep Yadav,2,0,0,0,0,4,21,0,0
NZ,Bay Oval,B Kumar,2,0,0,0,0,4,22,0,0
NZ,Bay Oval,Mohammed Shami,2,0,0,0,0,4,21,2,0
NZ,Bay Oval,AT Rayudu,2,87,47,87,0,0,0,2,0
NZ,Bay Oval,RG Sharma,2,149,87,74.5,0,0,0,1,0
NZ,Bay Oval,MA Agarwal,1,1,1,1,0,0,0,1,0
NZ,Bay Oval,JJ Bumrah,1,0,0,0,0,0,0,0,0
NZ,Bay Oval,MS Dhoni,1,48,48,0,0,0,0,0,1
NZ,Bay Oval,SS Iyer,1,62,62,62,0,0,0,0,0
NZ,Bay Oval,RA Jadeja,1,8,8,0,0,1,45,0,0
NZ,Bay Oval,KD Karthik,1,38,38,0,0,0,0,4,0
NZ,Bay Oval,MK Pandey,1,42,42,42,0,0,0,0,0
NZ,Bay Oval,HH Pandya,1,0,0,0,0,2,22.5,1,0
NZ,Bay Oval,KL Rahul,1,112,112,112,1,0,0,1,0
NZ,Bay Oval,NA Saini,1,8,8,0,0,0,0,0,0
NZ,Bay Oval,V Shankar,1,0,0,0,0,0,0,1,0
NZ,Bay Oval,PP Shaw,1,40,40,40,0,0,0,0,0
NZ,Bay Oval,SN Thakur,1,7,7,7,0,1,87,0,0
NZ,Seddon Park,RA Jadeja,4,74,62,74,0,2,94,0,0
NZ,Seddon Park,V Kohli,4,175,78,58.33,0,0,0,0,0
NZ,Seddon Park,Mohammed Shami,4,1,1,0,0,8,27.5,4,0
NZ,Seddon Park,RG Sharma,4,170,79,42.5,0,0,0,0,0
NZ,Seddon Park,R Ashwin,3,10,5,5,0,2,64.5,0,0
NZ,Seddon Park,S Dhawan,3,125,100,41.66,1,0,0,1,0
NZ,Seddon Park,MS Dhoni,3,135,79,135,0,0,0,4,1
NZ,Seddon Park,B Kumar,3,12,11,6,0,3,43.33,0,0
NZ,Seddon Park,AM Rahane,3,72,36,36,0,0,0,2,0
NZ,Seddon Park,KM Jadhav,2,27,26,27,0,0,0,2,0
NZ,Seddon Park,Kuldeep Yadav,2,15,15,15,0,2,43,0,0
NZ,Seddon Park,SK Raina,2,35,35,35,0,2,29,0,0
NZ,Seddon Park,AT Rayudu,2,37,37,18.5,0,0,0,0,0
NZ,Seddon Park,VR Aaron,1,0,0,0,0,1,51,0,0
NZ,Seddon Park,MA Agarwal,1,32,32,32,0,0,0,0,0
NZ,Seddon Park,KK Ahmed,1,5,5,5,0,0,0,0,0
NZ,Seddon Park,STR Binny,1,0,0,0,0,0,0,0,0
NZ,Seddon Park,JJ Bumrah,1,0,0,0,0,0,0,0,0
NZ,Seddon Park,YS Chahal,1,18,18,0,0,0,0,0,0
NZ,Seddon Park,SS Iyer,1,103,103,103,1,0,0,0,0
NZ,Seddon Park,KD Karthik,1,0,0,0,0,0,0,1,0
NZ,Seddon Park,HH Pandya,1,16,16,16,0,0,0,1,0
NZ,Seddon Park,KL Rahul,1,88,88,0,0,0,0,0,1
NZ,Seddon Park,I Sharma,1,1,1,0,0,1,46,0,0
NZ,Seddon Park,MM Sharma,1,0,0,0,0,1,38,0,0
NZ,Seddon Park,PP Shaw,1,20,20,20,0,0,0,0,0
NZ,Seddon Park,Shubman Gill,1,9,9,9,0,0,0,0,0
NZ,Seddon Park,SN Thakur,1,0,0,0,0,1,80,0,0
NZ,Seddon Park,UT Yadav,1,0,0,0,0,1,34,3,0
SL,Mahinda Rajapaksa International Cricket Stadium,R Ashwin,2,21,21,21,0,3,21.33,0,0
SL,Mahinda Rajapaksa International Cricket Stadium,MS Dhoni,2,46,35,23,0,0,0,2,0
SL,Mahinda Rajapaksa International Cricket Stadium,G Gambhir,2,68,65,34,0,0,0,1,0
SL,Mahinda Rajapaksa International Cricket Stadium,Z Khan,2,2,2,2,0,1,102,0,0
SL,Mahinda Rajapaksa International Cricket Stadium,V Kohli,2,107,106,53.5,1,0,0,1,0
SL,Mahinda Rajapaksa International Cricket Stadium,PP Ojha,2,5,5,5,0,1,51,0,0
SL,Mahinda Rajapaksa International Cricket Stadium,IK Pathan,2,13,7,13,0,2,32,0,0
SL,Mahinda Rajapaksa International Cricket Stadium,SK Raina,2,51,50,25.5,0,0,0,0,0
SL,Mahinda Rajapaksa International Cricket Stadium,V Sehwag,2,111,96,55.5,0,0,0,1,0
SL,Mahinda Rajapaksa International Cricket Stadium,RG Sharma,2,5,5,2.5,0,0,0,0,0
SL,Mahinda Rajapaksa International Cricket Stadium,UT Yadav,2,0,0,0,0,2,57,0,0
SL,Pallekele International Cricket Stadium,MS Dhoni,3,170,67,170,0,0,0,1,1
SL,Pallekele International Cricket Stadium,V Kohli,3,30,23,10,0,0,0,2,0
SL,Pallekele International Cricket Stadium,RG Sharma,3,182,124,91,1,0,0,2,0
SL,Pallekele International Cricket Stadium,JJ Bumrah,2,0,0,0,0,9,7.77,1,0
SL,Pallekele International Cricket Stadium,YS Chahal,2,0,0,0,0,2,46,0,0
SL,Pallekele International Cricket Stadium,S Dhawan,2,54,49,27,0,0,0,1,0
SL,Pallekele International Cricket Stadium,KM Jadhav,2,1,1,0.5,0,1,44,1,0
SL,Pallekele International Cricket Stadium,B Kumar,2,53,53,0,0,0,0,0,0
SL,Pallekele International Cricket Stadium,HH Pandya,2,0,0,0,0,2,33,0,0
SL,Pallekele International Cricket Stadium,AR Patel,2,6,6,6,0,2,32.5,1,0
SL,Pallekele International Cricket Stadium,KL Rahul,2,21,17,10.5,0,0,0,0,0
SL,Pallekele International Cricket Stadium,R Ashwin,1,2,2,0,0,0,0,0,0
SL,Pallekele International Cricket Stadium,AB Dinda,1,0,0,0,0,2,27.5,0,0
SL,Pallekele International Cricket Stadium,G Gambhir,1,88,88,88,0,0,0,0,0
SL,Pallekele International Cricket Stadium,Z Khan,1,0,0,0,0,1,53,1,0
SL,Pallekele International Cricket Stadium,IK Pathan,1,29,29,0,0,5,12.2,0,0
SL,Pallekele International Cricket Stadium,AM Rahane,1,9,9,9,0,0,0,1,0
SL,Pallekele International Cricket Stadium,SK Raina,1,0,0,0,0,0,0,1,0
SL,Pallekele International Cricket Stadium,MK Tiwary,1,65,65,65,0,0,0,0,0
SL,R Premadasa Stadium,MS Dhoni,4,81,49,81,0,0,0,8,2
SL,R Premadasa Stadium,V Kohli,4,407,131,203.5,3,0,0,3,0
SL,R Premadasa Stadium,RG Sharma,4,124,104,31,1,0,0,0,0
SL,R Premadasa Stadium,R Ashwin,2,0,0,0,0,2,48,0,0
SL,R Premadasa Stadium,JJ Bumrah,2,0,0,0,0,4,19.25,0,0
SL,R Premadasa Stadium,AB Dinda,2,0,0,0,0,2,52,0,0
SL,R Premadasa Stadium,G Gambhir,2,102,102,51,1,0,0,0,0
SL,R Premadasa Stadium,Z Khan,2,0,0,0,0,2,37.5,0,0
SL,R Premadasa Stadium,Kuldeep Yadav,2,0,0,0,0,3,23.66,1,0
SL,R Premadasa Stadium,MK Pandey,2,86,50,86,0,0,0,0,0
SL,R Premadasa Stadium,IK Pathan,2,34,34,0,0,1,86,1,0
SL,R Premadasa Stadium,SK Raina,2,123,65,0,0,0,0,1,0
SL,R Premadasa Stadium,V Sehwag,2,37,34,18.5,0,1,41,0,0
SL,R Premadasa Stadium,SN Thakur,2,0,0,0,0,1,74,2,0
SL,R Premadasa Stadium,YS Chahal,1,0,0,0,0,1,36,0,0
SL,R Premadasa Stadium,S Dhawan,1,4,4,4,0,0,0,1,0
SL,R Premadasa Stadium,KM Jadhav,1,63,63,63,0,0,0,0,0
SL,R Premadasa Stadium,B Kumar,1,0,0,0,0,5,8.4,1,0
SL,R Premadasa Stadium,HH Pandya,1,19,19,19,0,2,25,1,0
SL,R Premadasa Stadium,AR Patel,1,0,0,0,0,1,55,0,0
SL,R Premadasa Stadium,AM Rahane,1,5,5,5,0,0,0,0,0
SL,R Premadasa Stadium,KL Rahul,1,7,7,7,0,0,0,0,0
SL,R Premadasa Stadium,R Sharma,1,0,0,0,0,1,45,0,0
SL,R Premadasa Stadium,MK Tiwary,1,21,21,21,0,4,15.25,0,0
WI,Queens Park Oval ,S Dhawan,9,342,87,38,0,0,0,1,0
WI,Queens Park Oval ,V Kohli,9,571,120,81.57,3,0,0,7,0
WI,Queens Park Oval ,B Kumar,7,1,1,0.5,0,15,9.93,4,0
WI,Queens Park Oval ,RG Sharma,7,255,68,63.75,0,0,0,1,0
WI,Queens Park Oval ,R Ashwin,5,25,25,25,0,4,33.5,4,0
WI,Queens Park Oval ,RA Jadeja,5,23,16,11.5,0,10,12.5,2,0
WI,Queens Park Oval ,SK Raina,5,115,43,38.33,0,2,29.5,3,0
WI,Queens Park Oval ,KM Jadhav,4,48,19,48,0,0,0,0,0
WI,Queens Park Oval ,UT Yadav,4,0,0,0,0,4,24,0,0
WI,Queens Park Oval ,MS Dhoni,3,67,45,0,0,0,0,2,5
WI,Queens Park Oval ,KD Karthik,3,41,23,13.66,0,0,0,4,1
WI,Queens Park Oval ,Kuldeep Yadav,3,0,0,0,0,5,21.8,0,0
WI,Queens Park Oval ,I Sharma,3,2,2,0,0,6,15.33,1,0
WI,Queens Park Oval ,KK Ahmed,2,0,0,0,0,4,25,0,0
WI,Queens Park Oval ,S Badrinath,2,17,17,17,0,0,0,0,0
WI,Queens Park Oval ,Harbhajan Singh,2,6,6,0,0,3,27.66,2,0
WI,Queens Park Oval ,SS Iyer,2,136,71,68,0,0,0,0,0
WI,Queens Park Oval ,P Kumar,2,0,0,0,0,2,45.5,0,0
WI,Queens Park Oval ,A Mishra,2,0,0,0,0,4,17.25,0,0
WI,Queens Park Oval ,Mohammed Shami,2,3,3,0,0,4,22.25,1,0
WI,Queens Park Oval ,HH Pandya,2,4,4,4,0,0,0,1,0
WI,Queens Park Oval ,RR Pant,2,20,20,10,0,0,0,1,0
WI,Queens Park Oval ,MM Patel,2,0,0,0,0,5,16.4,0,0
WI,Queens Park Oval ,PA Patel,2,69,56,34.5,0,0,0,3,3
WI,Queens Park Oval ,YK Pathan,2,10,10,10,0,2,33.5,1,0
WI,Queens Park Oval ,AM Rahane,2,165,103,82.5,1,0,0,0,0
WI,Queens Park Oval ,M Vijay,2,27,27,27,0,0,0,2,0
WI,Queens Park Oval ,Yuvraj Singh,2,18,14,9,0,0,0,0,0
WI,Queens Park Oval ,YS Chahal,1,0,0,0,0,1,32,0,0
WI,Queens Park Oval ,R Vinay Kumar,1,5,5,5,0,0,0,2,0
WI,Sabina Park,S Dhawan,4,50,24,12.5,0,0,0,4,0
WI,Sabina Park,V Kohli,4,218,111,72.66,1,0,0,1,0
WI,Sabina Park,R Ashwin,3,17,8,17,0,3,53.66,1,0
WI,Sabina Park,RA Jadeja,3,64,49,64,0,0,0,0,0
WI,Sabina Park,KD Karthik,3,95,50,47.5,0,0,0,1,0
WI,Sabina Park,SK Raina,3,77,44,25.66,0,1,49,1,0
WI,Sabina Park,I Sharma,3,2,2,1,0,2,84,1,0
WI,Sabina Park,RG Sharma,3,122,60,40.66,0,0,0,0,0
WI,Sabina Park,UT Yadav,3,0,0,0,0,6,26.66,1,0
WI,Sabina Park,MS Dhoni,2,27,27,27,0,0,0,2,0
WI,Sabina Park,Mohammed Shami,2,0,0,0,0,4,29,0,0
WI,Sabina Park,KM Jadhav,1,0,0,0,0,1,13,1,0
WI,Sabina Park,Kuldeep Yadav,1,0,0,0,0,0,0,1,0
WI,Sabina Park,B Kumar,1,11,11,0,0,1,36,0,0
WI,Sabina Park,A Mishra,1,0,0,0,0,2,23,1,0
WI,Sabina Park,HH Pandya,1,0,0,0,0,1,27,0,0
WI,Sabina Park,PA Patel,1,6,6,6,0,0,0,0,1
WI,Sabina Park,YK Pathan,1,30,30,30,0,0,0,0,0
WI,Sabina Park,AM Rahane,1,39,39,39,0,0,0,1,0
WI,Sabina Park,MK Tiwary,1,22,22,22,0,0,0,0,0
WI,Sabina Park,M Vijay,1,30,30,30,0,0,0,0,0
WI,Sabina Park,R Vinay Kumar,1,2,2,2,0,1,46,0,0
WI,Sir Vivian Richards Stadium,V Kohli,4,36,22,9,0,0,0,4,0
WI,Sir Vivian Richards Stadium,S Dhawan,3,11,5,3.66,0,0,0,1,0
WI,Sir Vivian Richards Stadium,R Ashwin,2,15,15,15,0,4,16.75,0,0
WI,Sir Vivian Richards Stadium,S Badrinath,2,23,12,11.5,0,0,0,0,0
WI,Sir Vivian Richards Stadium,MS Dhoni,2,132,78,132,0,0,0,2,1
WI,Sir Vivian Richards Stadium,KM Jadhav,2,50,40,50,0,1,0,2,0
WI,Sir Vivian Richards Stadium,Kuldeep Yadav,2,2,2,0,0,5,14.4,0,0
WI,Sir Vivian Richards Stadium,P Kumar,2,31,25,31,0,3,27.66,0,0
WI,Sir Vivian Richards Stadium,A Mishra,2,5,5,0,0,5,16.8,0,0
WI,Sir Vivian Richards Stadium,HH Pandya,2,20,20,20,0,5,14.4,2,0
WI,Sir Vivian Richards Stadium,PA Patel,2,72,46,36,0,0,0,3,1
WI,Sir Vivian Richards Stadium,YK Pathan,2,2,1,1,0,0,0,0,0
WI,Sir Vivian Richards Stadium,AM Rahane,2,132,72,66,0,0,0,0,0
WI,Sir Vivian Richards Stadium,SK Raina,2,13,10,6.5,0,0,0,0,0
WI,Sir Vivian Richards Stadium,RG Sharma,2,125,86,125,0,0,0,0,0
WI,Sir Vivian Richards Stadium,UT Yadav,2,0,0,0,0,4,17,2,0
WI,Sir Vivian Richards Stadium,Harbhajan Singh,1,41,41,41,0,1,24,0,0
WI,Sir Vivian Richards Stadium,RA Jadeja,1,11,11,11,0,0,0,2,0
WI,Sir Vivian Richards Stadium,KD Karthik,1,2,2,2,0,0,0,0,0
WI,Sir Vivian Richards Stadium,B Kumar,1,0,0,0,0,0,0,0,0
WI,Sir Vivian Richards Stadium,Mohammed Shami,1,1,1,1,0,0,0,0,0
WI,Sir Vivian Richards Stadium,MM Patel,1,0,0,0,0,3,20,0,0
WI,Sir Vivian Richards Stadium,I Sharma,1,0,0,0,0,1,60,1,0
WI,Sir Vivian Richards Stadium,MK Tiwary,1,2,2,2,0,0,0,3,0
WI,Sir Vivian Richards Stadium,Yuvraj Singh,1,39,39,39,0,0,0,0,0
