Country,Stadium,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5
AUS,Adelaide Oval,Mohammed Shami,2,2,19,1,93,7,13.28,4.89,16.2,1,0
AUS,Adelaide Oval,R Vinay Kumar,2,2,20,2,104,5,20.8,5.2,24,0,0
AUS,Adelaide Oval,B Kumar,1,1,10,0,45,4,11.25,4.5,15,1,0
AUS,Adelaide Oval,UT Yadav,3,3,29,1,150,4,37.5,5.17,43.5,0,0
AUS,Adelaide Oval,R Ashwin,3,3,26,4,118,3,39.33,4.53,52,0,0
AUS,Adelaide Oval,RA Jadeja,4,4,40,1,213,2,106.5,5.32,120,0,0
AUS,Adelaide Oval,MM Sharma,1,1,9,0,35,2,17.5,3.88,27,0,0
AUS,Adelaide Oval,Z Khan,1,1,10,0,46,1,46,4.6,60,0,0
AUS,Adelaide Oval,IK Pathan,1,1,9,0,38,1,38,4.22,54,0,0
AUS,Adelaide Oval,Kuldeep Yadav,1,1,10,0,66,0,NaN,6.6,NaN,0,0
AUS,Adelaide Oval,Mohammed Siraj,1,1,10,0,76,0,NaN,7.6,NaN,0,0
AUS,Adelaide Oval,SK Raina,3,1,1,0,6,0,NaN,6,NaN,0,0
AUS,Adelaide Oval,RG Sharma,4,2,4,0,25,0,NaN,6.25,NaN,0,0
AUS,Adelaide Oval,S Dhawan,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Adelaide Oval,MS Dhoni,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Adelaide Oval,G Gambhir,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Adelaide Oval,KD Karthik,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Adelaide Oval,V Kohli,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Adelaide Oval,AM Rahane,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Adelaide Oval,AT Rayudu,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Adelaide Oval,V Sehwag,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Adelaide Oval,SR Tendulkar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Brisbane Cricket Ground,IK Pathan,2,2,20,0,115,5,23,5.75,24,0,0
AUS,Brisbane Cricket Ground,R Ashwin,2,2,20,0,110,2,55,5.5,60,0,0
AUS,Brisbane Cricket Ground,UT Yadav,4,4,31,0,220,2,110,7.09,93,0,0
AUS,Brisbane Cricket Ground,STR Binny,1,1,7,0,34,1,34,4.85,42,0,0
AUS,Brisbane Cricket Ground,RA Jadeja,3,2,19,0,93,1,93,4.89,114,0,0
AUS,Brisbane Cricket Ground,Z Khan,1,1,10,0,46,1,46,4.6,60,0,0
AUS,Brisbane Cricket Ground,SK Raina,3,3,12,0,61,1,61,5.08,72,0,0
AUS,Brisbane Cricket Ground,I Sharma,1,1,10,0,60,1,60,6,60,0,0
AUS,Brisbane Cricket Ground,RG Sharma,2,1,3,0,17,1,17,5.66,18,0,0
AUS,Brisbane Cricket Ground,V Kohli,4,2,2,0,21,0,NaN,10.5,NaN,0,0
AUS,Brisbane Cricket Ground,B Kumar,1,1,2,0,18,0,NaN,9,NaN,0,0
AUS,Brisbane Cricket Ground,Mohammed Shami,1,1,4,0,23,0,NaN,5.75,NaN,0,0
AUS,Brisbane Cricket Ground,AR Patel,1,1,7.3,0,32,0,NaN,4.26,NaN,0,0
AUS,Brisbane Cricket Ground,V Sehwag,1,1,2,0,9,0,NaN,4.5,NaN,0,0
AUS,Brisbane Cricket Ground,BB Sran,1,1,9,1,51,0,NaN,5.66,NaN,0,0
AUS,Brisbane Cricket Ground,R Vinay Kumar,2,2,18,1,108,0,NaN,6,NaN,0,0
AUS,Brisbane Cricket Ground,S Dhawan,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Brisbane Cricket Ground,MS Dhoni,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Brisbane Cricket Ground,G Gambhir,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Brisbane Cricket Ground,MK Pandey,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Brisbane Cricket Ground,PA Patel,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Brisbane Cricket Ground,AM Rahane,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Brisbane Cricket Ground,AT Rayudu,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Brisbane Cricket Ground,SR Tendulkar,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Melbourne Cricket Ground,UT Yadav,4,4,34.5,2,188,8,23.5,5.39,26.1,1,0
AUS,Melbourne Cricket Ground,Mohammed Shami,4,4,33.5,2,158,7,22.57,4.66,29,0,0
AUS,Melbourne Cricket Ground,YS Chahal,1,1,10,0,42,6,7,4.2,10,0,1
AUS,Melbourne Cricket Ground,RA Jadeja,5,5,38,0,222,5,44.4,5.84,45.6,0,0
AUS,Melbourne Cricket Ground,R Ashwin,4,4,34,1,173,4,43.25,5.08,51,0,0
AUS,Melbourne Cricket Ground,B Kumar,2,2,17.5,1,72,3,24,4.03,35.6,0,0
AUS,Melbourne Cricket Ground,MM Sharma,2,2,14,0,67,3,22.33,4.78,28,0,0
AUS,Melbourne Cricket Ground,R Vinay Kumar,1,1,7,0,21,3,7,3,14,0,0
AUS,Melbourne Cricket Ground,I Sharma,1,1,10,0,53,2,26.5,5.3,30,0,0
AUS,Melbourne Cricket Ground,AR Patel,1,1,10,0,45,1,45,4.5,60,0,0
AUS,Melbourne Cricket Ground,R Sharma,1,1,6.2,0,44,1,44,6.94,38,0,0
AUS,Melbourne Cricket Ground,RG Sharma,6,1,2,0,17,1,17,8.5,12,0,0
AUS,Melbourne Cricket Ground,R Dhawan,1,1,6,0,33,0,NaN,5.5,NaN,0,0
AUS,Melbourne Cricket Ground,Gurkeerat Singh,1,1,5,0,27,0,NaN,5.4,NaN,0,0
AUS,Melbourne Cricket Ground,KM Jadhav,1,1,6,0,35,0,NaN,5.83,NaN,0,0
AUS,Melbourne Cricket Ground,V Kohli,6,1,1,0,4,0,NaN,4,NaN,0,0
AUS,Melbourne Cricket Ground,P Kumar,1,1,7,0,35,0,NaN,5,NaN,0,0
AUS,Melbourne Cricket Ground,SK Raina,4,4,7,1,46,0,NaN,6.57,NaN,0,0
AUS,Melbourne Cricket Ground,V Shankar,1,1,6,0,23,0,NaN,3.83,NaN,0,0
AUS,Melbourne Cricket Ground,BB Sran,1,1,8,0,63,0,NaN,7.87,NaN,0,0
AUS,Melbourne Cricket Ground,S Dhawan,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Melbourne Cricket Ground,MS Dhoni,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Melbourne Cricket Ground,G Gambhir,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Melbourne Cricket Ground,KD Karthik,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Melbourne Cricket Ground,AM Rahane,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Melbourne Cricket Ground,SR Tendulkar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,UT Yadav,3,3,23,0,193,7,27.57,8.39,19.7,1,0
AUS,Sydney Cricket Ground,JJ Bumrah,3,3,30,1,192,4,48,6.4,45,0,0
AUS,Sydney Cricket Ground,Mohammed Shami,5,4,39,0,246,4,61.5,6.3,58.5,0,0
AUS,Sydney Cricket Ground,V Sehwag,1,1,9,0,43,3,14.33,4.77,18,0,0
AUS,Sydney Cricket Ground,RA Jadeja,7,6,60,0,324,2,162,5.4,180,0,0
AUS,Sydney Cricket Ground,Kuldeep Yadav,1,1,10,0,54,2,27,5.4,30,0,0
AUS,Sydney Cricket Ground,B Kumar,1,1,10,0,66,2,33,6.6,30,0,0
AUS,Sydney Cricket Ground,P Kumar,1,1,10,1,37,2,18.5,3.7,30,0,0
AUS,Sydney Cricket Ground,I Sharma,2,1,10,0,60,2,30,6,30,0,0
AUS,Sydney Cricket Ground,MM Sharma,1,1,10,0,75,2,37.5,7.5,30,0,0
AUS,Sydney Cricket Ground,R Ashwin,2,2,20,0,87,1,87,4.35,120,0,0
AUS,Sydney Cricket Ground,YS Chahal,2,2,19,0,160,1,160,8.42,114,0,0
AUS,Sydney Cricket Ground,R Dhawan,1,1,10,0,74,1,74,7.4,60,0,0
AUS,Sydney Cricket Ground,HH Pandya,2,1,4,0,24,1,24,6,24,0,0
AUS,Sydney Cricket Ground,NA Saini,2,2,17,0,153,1,153,9,102,0,0
AUS,Sydney Cricket Ground,MA Agarwal,2,1,1,0,10,0,NaN,10,NaN,0,0
AUS,Sydney Cricket Ground,KK Ahmed,1,1,8,0,55,0,NaN,6.87,NaN,0,0
AUS,Sydney Cricket Ground,Gurkeerat Singh,1,1,2,0,17,0,NaN,8.5,NaN,0,0
AUS,Sydney Cricket Ground,V Kohli,7,1,1,0,7,0,NaN,7,NaN,0,0
AUS,Sydney Cricket Ground,IK Pathan,1,1,5,1,28,0,NaN,5.6,NaN,0,0
AUS,Sydney Cricket Ground,AT Rayudu,2,1,2,0,13,0,NaN,6.5,NaN,0,0
AUS,Sydney Cricket Ground,STR Binny,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,S Dhawan,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,MS Dhoni,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,G Gambhir,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,SS Iyer,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,KD Karthik,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,MK Pandey,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,AR Patel,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,AM Rahane,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,KL Rahul,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,SK Raina,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,RG Sharma,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,Sydney Cricket Ground,SR Tendulkar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,W A C A Ground,R Ashwin,4,4,38,2,163,10,16.3,4.28,22.8,1,0
AUS,W A C A Ground,RA Jadeja,5,5,42.1,0,214,5,42.8,5.07,50.6,0,0
AUS,W A C A Ground,Mohammed Shami,2,2,17,2,66,4,16.5,3.88,25.5,0,0
AUS,W A C A Ground,MM Sharma,3,3,24,4,87,4,21.75,3.62,36,0,0
AUS,W A C A Ground,UT Yadav,3,3,26.3,3,111,4,27.75,4.18,39.7,0,0
AUS,W A C A Ground,STR Binny,1,1,8,0,33,3,11,4.12,16,0,0
AUS,W A C A Ground,BB Sran,1,1,9.2,0,56,3,18.66,6,18.6,0,0
AUS,W A C A Ground,Z Khan,1,1,10,1,44,2,22,4.4,30,0,0
AUS,W A C A Ground,B Kumar,2,2,14,0,61,1,61,4.35,84,0,0
AUS,W A C A Ground,AR Patel,1,1,10,1,39,1,39,3.9,60,0,0
AUS,W A C A Ground,R Vinay Kumar,1,1,10,1,56,1,56,5.6,60,0,0
AUS,W A C A Ground,V Kohli,5,1,2,0,13,0,NaN,6.5,NaN,0,0
AUS,W A C A Ground,P Kumar,1,1,10,0,54,0,NaN,5.4,NaN,0,0
AUS,W A C A Ground,RG Sharma,4,1,1,0,11,0,NaN,11,NaN,0,0
AUS,W A C A Ground,S Dhawan,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,W A C A Ground,MS Dhoni,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,W A C A Ground,MK Pandey,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,W A C A Ground,AM Rahane,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,W A C A Ground,SK Raina,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,W A C A Ground,AT Rayudu,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,W A C A Ground,V Sehwag,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,W A C A Ground,SR Tendulkar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BDESH,Khan Shaheb Osman Ali Stadium,Mohammed Shami,2,2,20,1,131,7,18.71,6.55,17.1,1,0
BDESH,Khan Shaheb Osman Ali Stadium,R Ashwin,2,2,20,1,92,3,30.66,4.6,40,0,0
BDESH,Khan Shaheb Osman Ali Stadium,RA Jadeja,2,2,20,1,67,3,22.33,3.35,40,0,0
BDESH,Khan Shaheb Osman Ali Stadium,VR Aaron,1,1,7.5,0,74,1,74,9.44,47,0,0
BDESH,Khan Shaheb Osman Ali Stadium,B Kumar,2,2,17.2,2,86,1,86,4.96,104,0,0
BDESH,Khan Shaheb Osman Ali Stadium,STR Binny,1,1,4,0,22,0,NaN,5.5,NaN,0,0
BDESH,Khan Shaheb Osman Ali Stadium,V Kohli,2,1,1.1,0,6,0,NaN,5.14,NaN,0,0
BDESH,Khan Shaheb Osman Ali Stadium,AT Rayudu,2,2,4,0,26,0,NaN,6.5,NaN,0,0
BDESH,Khan Shaheb Osman Ali Stadium,RG Sharma,2,1,5,0,29,0,NaN,5.8,NaN,0,0
BDESH,Khan Shaheb Osman Ali Stadium,S Dhawan,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BDESH,Khan Shaheb Osman Ali Stadium,KD Karthik,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BDESH,Khan Shaheb Osman Ali Stadium,AM Rahane,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BDESH,Shere Bangla National Stadium,R Ashwin,8,8,78.4,6,344,17,20.23,4.37,27.7,0,0
BDESH,Shere Bangla National Stadium,STR Binny,3,2,10.4,2,45,7,6.42,4.21,9.1,0,1
BDESH,Shere Bangla National Stadium,RA Jadeja,6,6,45,2,230,6,38.33,5.11,45,1,0
BDESH,Shere Bangla National Stadium,P Kumar,3,3,27,0,180,5,36,6.66,32.4,0,0
BDESH,Shere Bangla National Stadium,A Mishra,4,3,30,1,104,5,20.8,3.46,36,0,0
BDESH,Shere Bangla National Stadium,IK Pathan,3,3,27.1,1,162,5,32.4,5.96,32.6,1,0
BDESH,Shere Bangla National Stadium,MM Sharma,4,3,18.2,3,98,5,19.6,5.34,22,1,0
BDESH,Shere Bangla National Stadium,UT Yadav,5,4,26,0,171,5,34.2,6.57,31.2,0,0
BDESH,Shere Bangla National Stadium,B Kumar,4,4,30,1,150,4,37.5,5,45,0,0
BDESH,Shere Bangla National Stadium,SK Raina,9,7,39.2,1,202,4,50.5,5.13,59,0,0
BDESH,Shere Bangla National Stadium,DS Kulkarni,2,2,15,0,76,3,25.33,5.06,30,0,0
BDESH,Shere Bangla National Stadium,AR Patel,5,3,26,1,151,3,50.33,5.8,52,0,0
BDESH,Shere Bangla National Stadium,R Vinay Kumar,1,1,9,0,55,3,18.33,6.11,18,0,0
BDESH,Shere Bangla National Stadium,AB Dinda,2,2,13.2,1,85,2,42.5,6.37,40,0,0
BDESH,Shere Bangla National Stadium,Mohammed Shami,2,2,17.2,0,99,2,49.5,5.71,52,0,0
BDESH,Shere Bangla National Stadium,Parvez Rasool,1,1,10,0,60,2,30,6,30,0,0
BDESH,Shere Bangla National Stadium,AT Rayudu,7,1,2,1,5,1,5,2.5,12,0,0
BDESH,Shere Bangla National Stadium,V Kohli,8,1,2,0,12,0,NaN,6,NaN,0,0
BDESH,Shere Bangla National Stadium,YK Pathan,1,1,5,0,30,0,NaN,6,NaN,0,0
BDESH,Shere Bangla National Stadium,RG Sharma,8,3,8,0,46,0,NaN,5.75,NaN,0,0
BDESH,Shere Bangla National Stadium,SR Tendulkar,3,1,1.4,0,12,0,NaN,7.2,NaN,0,0
BDESH,Shere Bangla National Stadium,RV Uthappa,3,1,0.2,0,0,0,NaN,0,NaN,0,0
BDESH,Shere Bangla National Stadium,S Dhawan,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BDESH,Shere Bangla National Stadium,MS Dhoni,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BDESH,Shere Bangla National Stadium,G Gambhir,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BDESH,Shere Bangla National Stadium,KD Karthik,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BDESH,Shere Bangla National Stadium,CA Pujara,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BDESH,Shere Bangla National Stadium,AM Rahane,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BDESH,Shere Bangla National Stadium,WP Saha,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BDESH,Shere Bangla National Stadium,MK Tiwary,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Sophia Gardens,RA Jadeja,4,4,31,2,144,8,18,4.64,23.2,1,0
ENG,Sophia Gardens,R Ashwin,4,4,33.1,1,158,5,31.6,4.76,39.8,0,0
ENG,Sophia Gardens,I Sharma,2,2,17,1,99,5,19.8,5.82,20.4,0,0
ENG,Sophia Gardens,B Kumar,3,3,23,2,97,4,24.25,4.21,34.5,0,0
ENG,Sophia Gardens,Mohammed Shami,1,1,6,0,32,2,16,5.33,18,0,0
ENG,Sophia Gardens,UT Yadav,2,2,18,2,105,2,52.5,5.83,54,0,0
ENG,Sophia Gardens,V Kohli,4,1,6,0,44,1,44,7.33,36,0,0
ENG,Sophia Gardens,SK Raina,4,2,9,0,48,1,48,5.33,54,0,0
ENG,Sophia Gardens,RP Singh,1,1,7,0,51,1,51,7.28,42,0,0
ENG,Sophia Gardens,R Vinay Kumar,1,1,6.2,0,42,1,42,6.63,38,0,0
ENG,Sophia Gardens,MS Dhoni,4,1,4,0,17,0,NaN,4.25,NaN,0,0
ENG,Sophia Gardens,MM Patel,1,1,4,0,26,0,NaN,6.5,NaN,0,0
ENG,Sophia Gardens,MM Sharma,1,1,6,1,18,0,NaN,3,NaN,0,0
ENG,Sophia Gardens,S Dhawan,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Sophia Gardens,R Dravid,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Sophia Gardens,KD Karthik,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Sophia Gardens,PA Patel,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Sophia Gardens,AM Rahane,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Sophia Gardens,RG Sharma,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Old Trafford,Mohammed Shami,1,1,6.2,0,16,4,4,2.52,9.5,1,0
ENG,Old Trafford,HH Pandya,3,3,23,0,127,4,31.75,5.52,34.5,0,0
ENG,Old Trafford,JJ Bumrah,3,3,24,2,100,3,33.33,4.16,48,0,0
ENG,Old Trafford,YS Chahal,3,3,24,0,155,3,51.66,6.45,48,0,0
ENG,Old Trafford,Kuldeep Yadav,2,2,18,2,67,3,22.33,3.72,36,0,0
ENG,Old Trafford,B Kumar,2,2,12.4,1,51,3,17,4.02,25.3,0,0
ENG,Old Trafford,V Shankar,2,1,5.2,0,22,2,11,4.12,16,0,0
ENG,Old Trafford,RA Jadeja,1,1,10,0,34,1,34,3.4,60,0,0
ENG,Old Trafford,KM Jadhav,2,1,1,0,4,0,NaN,4,NaN,0,0
ENG,Old Trafford,MS Dhoni,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Old Trafford,KD Karthik,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Old Trafford,V Kohli,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Old Trafford,RR Pant,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Old Trafford,KL Rahul,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Old Trafford,RG Sharma,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Kennington Oval,RA Jadeja,5,5,43,2,236,8,29.5,5.48,32.2,0,1
ENG,Kennington Oval,B Kumar,5,5,45.3,2,203,8,25.37,4.46,34.1,0,0
ENG,Kennington Oval,R Ashwin,4,4,37,2,189,5,37.8,5.1,44.4,0,0
ENG,Kennington Oval,JJ Bumrah,4,4,37,1,209,5,41.8,5.64,44.4,0,0
ENG,Kennington Oval,YS Chahal,1,1,10,0,62,2,31,6.2,30,0,0
ENG,Kennington Oval,HH Pandya,4,4,37,1,224,2,112,6.05,111,0,0
ENG,Kennington Oval,KM Jadhav,4,3,7,0,59,1,59,8.42,42,0,0
ENG,Kennington Oval,MM Patel,1,1,8.5,0,63,1,63,7.13,53,0,0
ENG,Kennington Oval,I Sharma,1,1,10,1,43,1,43,4.3,60,0,0
ENG,Kennington Oval,UT Yadav,2,2,18.4,0,121,1,121,6.48,112,0,0
ENG,Kennington Oval,V Kohli,6,2,7,0,43,0,NaN,6.14,NaN,0,0
ENG,Kennington Oval,Kuldeep Yadav,1,1,9,0,55,0,NaN,6.11,NaN,0,0
ENG,Kennington Oval,P Kumar,1,1,4,0,20,0,NaN,5,NaN,0,0
ENG,Kennington Oval,SK Raina,2,1,5,0,16,0,NaN,3.2,NaN,0,0
ENG,Kennington Oval,RP Singh,1,1,6,0,32,0,NaN,5.33,NaN,0,0
ENG,Kennington Oval,S Dhawan,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Kennington Oval,MS Dhoni,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Kennington Oval,R Dravid,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Kennington Oval,KD Karthik,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Kennington Oval,PA Patel,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Kennington Oval,AM Rahane,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Kennington Oval,KL Rahul,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Kennington Oval,RG Sharma,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Kennington Oval,Yuvraj Singh,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Headingley,JJ Bumrah,1,1,10,2,37,3,12.33,3.7,20,0,0
ENG,Headingley,B Kumar,3,3,25,0,167,2,83.5,6.68,75,0,0
ENG,Headingley,Mohammed Shami,1,1,10,0,52,2,26,5.2,30,0,0
ENG,Headingley,R Ashwin,1,1,10,2,49,1,49,4.9,60,0,0
ENG,Headingley,RA Jadeja,2,2,19,0,106,1,106,5.57,114,0,0
ENG,Headingley,Kuldeep Yadav,2,2,20,0,113,1,113,5.65,120,0,0
ENG,Headingley,HH Pandya,2,2,15.3,0,89,1,89,5.74,93,0,0
ENG,Headingley,SK Raina,2,2,9,0,48,1,48,5.33,54,0,0
ENG,Headingley,SN Thakur,1,1,10,0,51,1,51,5.1,60,0,0
ENG,Headingley,UT Yadav,1,1,6,0,46,1,46,7.66,36,0,0
ENG,Headingley,YS Chahal,1,1,10,0,41,0,NaN,4.1,NaN,0,0
ENG,Headingley,S Dhawan,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Headingley,MS Dhoni,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Headingley,KD Karthik,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Headingley,V Kohli,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
